Date,High_minus_Low,Cha_Spread,ret_High,ret_Low,cha_High,cha_Low
196201,0.06426361464202698,0.3933828551582447,-0.004715206878024929,-0.06897882152005191,0.707720385980413,0.31433753082216825
196202,-0.004378910760833039,0.35845649802671486,0.006782022164047689,0.011160932924880728,0.6997436081473382,0.3412871101206233
196203,-0.0058128058918445625,0.36453349886149544,-0.01004609482370587,-0.004233288931861307,0.6999083493473833,0.3353748504858879
196204,-0.010502428942285258,0.38376046915378004,-0.0794725064947826,-0.06897007755249734,0.7215096816074241,0.3377492124536441
196205,0.032308084485609935,0.42408246305827113,-0.05881003577171726,-0.0911181202573272,0.790434473980943,0.3663520109226719
196206,0.030534752349366243,0.4452220617160099,-0.07216140762308217,-0.10269615997244841,0.8424807262924908,0.3972586645764809
196207,-0.0067538588103167735,0.5039670580336235,0.05796008022774517,0.06471393903806194,0.9616270025115639,0.4576599444779403
196208,-0.00840736363030741,0.5060526631811922,0.010739509257600395,0.019146872887907805,0.9349998474192902,0.42894718423809797
196209,0.017423052143746787,0.48839619236481246,-0.03905862200961063,-0.05648167415335742,0.908466357703558,0.4200701653387455
196210,0.01066443451549972,0.4654686742135341,0.016433651840637647,0.005769217325137926,0.9105050732579821,0.44503639904444803
196211,0.005352210263274482,0.4848070234826166,0.11905085472282807,0.11369864445955359,0.9274785381569389,0.4426715146743223
196212,0.004457880200975196,0.4544240864061548,0.013676116998059321,0.009218236797084126,0.8561342522164785,0.40171016581032376
196301,0.0015774537613735332,0.4245213508485277,0.0532546401910533,0.051677186429679764,0.8219530637153015,0.3974317128667738
196302,0.02423159997034785,0.4296077893997919,-0.003521849291255396,-0.027753449261603245,0.8080219502597985,0.3784141608600066
196303,-0.010990669160245055,0.40420623113677534,0.023384861153204844,0.0343755303134499,0.7943725022294296,0.3901662710926542
196304,0.0165563450403216,0.42601844857330595,0.060712147947222884,0.044155802906901284,0.8028413641469911,0.3768229155736852
196305,-0.004619213480148911,0.3938544955325822,0.024134141510380402,0.028753354990529313,0.7561987969815307,0.36234430144894847
196306,0.018280237352067946,0.38157916694056543,-0.007117016121376823,-0.025397253473444768,0.73969348567645965,0.3581143187358942
196307,-0.0034900409106780206,0.392310017583178,-0.007220355604181132,-0.003730314693503111,0.7649622047282627,0.3726521871450847
196308,-0.0045508871629635905,0.39403540391076536,0.054187274780257734,0.058738161943221325,0.7724085116046747,0.37837310769390936
196309,-0.016436537157194564,0.3764089025561484,-0.026136521089853926,-0.009699983932659362,0.7351734831364685,0.35876458058032007
196310,-0.007946419065201861,0.39561612470724256,0.027169349019028247,0.03511576808423011,0.7567557883135997,0.36113966360635713
196311,0.01093663028579104,0.393412874259963,0.0027131720812821536,-0.008223458204508887,0.7416088479662946,0.34819597370633154
196312,9.81688390510424e-4,0.3865449342341217,0.025278515590514347,0.024296827200003923,0.7437218333981609,0.3571768991640392
196401,-0.005195315220431734,0.37973700232593544,0.01770663660067829,0.022901951821110024,0.727343120432097,0.3476061181061616
196402,0.02110978678078233,0.379050593190474,0.03795703551121488,0.016847248730432553,0.7179463666925964,0.33889577350212235
196403,-0.003937316012275111,0.37180715046590956,0.018664906564773844,0.022602222577048955,0.7056674241192512,0.33386027365334164
196404,0.01282456244026189,0.3572856835798371,0.011285218350664995,-0.001539344089596895,0.685551402168375,0.32826571858853787
196405,0.014494786193758425,0.35934860307584865,0.03123367528862888,0.016738889094870455,0.686074194259888,0.3267255911840394
196406,0.011038938314532312,0.34489402071769265,0.018168718850308865,0.007129780535776553,0.6666633679327919,0.32176934721509926
196407,0.009924369629210346,0.34699764443017117,0.026429526580966034,0.016505156951755688,0.6840940426523796,0.33709639822220844
196408,-0.014669186998837382,0.3414938962055044,-0.023359578687449707,-0.008690391688612326,0.6728204570306333,0.3313265608251289
196409,0.015045630558289294,0.3538591855628878,0.044734722588046255,0.02968909202975696,0.6903193201294484,0.3364601345665606
196410,0.016719441249675775,0.33569142353335313,0.01806907491324522,0.0013496336635694438,0.6628209742024758,0.32712955066912264
196411,-0.02180863941518995,0.3458069860568668,-0.012132215274340358,0.009676424140849594,0.6726265652118634,0.32681957915499654
196412,-0.012795388553825893,0.3356554564815876,-0.006342124269698485,0.0064532642841274085,0.6645361199774256,0.32888066349583794
196501,9.173036404944435e-4,0.34391856319164943,0.04687280917675254,0.045955505536258094,0.6664513110090559,0.32253274781740643
196502,-6.929859991237058e-4,0.3470392942075136,0.011377324577471648,0.012070310576595354,0.6559090122838804,0.3088697180763668
196503,-2.6570007793668554e-5,0.3456228746355352,-0.010865023795384916,-0.010838453787591247,0.6523984483223035,0.30677557368676833
196504,-0.0018058842351634519,0.353304047693188,0.04220237664921088,0.04400826088437433,0.6638291812876969,0.31052513359450884
196505,0.006612496693075474,0.3383753356599978,-0.006849057212641539,-0.013461553905717013,0.6378917763102436,0.29951644065024585
196506,0.004384230797410037,0.3395515173074848,-0.04867749480125679,-0.05306172559866683,0.6453268395304217,0.3057753222229369
196507,0.00464736873914319,0.37764539492295285,0.026427584781784245,0.021780216042641055,0.7208132325619594,0.34316783763900655
196508,0.009459331015525235,0.36137880576053805,0.041642761435478653,0.03218343041995342,0.7000677832455203,0.3386889774849823
196509,0.00141322455149211,0.34558066894693246,0.03000770826310439,0.02859448371161228,0.6768905130262418,0.33130984407930936
196510,-0.0026822167077427614,0.33201289523858374,0.034023042603191535,0.036705259310934296,0.6578025078812058,0.325789612642622
196511,0.019715386913198824,0.3181829733874223,0.015527815913271358,-0.0041875709999274644,0.6330417109683548,0.3148587375809325
196512,-0.003997189520457176,0.30440488004056127,0.012051289132935513,0.01604847865339269,0.6237897643987949,0.3193848843582336
196601,0.03395361859393119,0.2897898755362063,0.03453158400956924,5.779654156380538e-4,0.6079341758353902,0.31814430029918395
196602,-0.01611967169628545,0.2730248920098355,-0.017752827574927712,-0.0016331558786422597,0.5911727150036826,0.31814782299384714
196603,-0.007988843600535953,0.2832129589038165,-0.0309142234642424,-0.022925379863706446,0.6036987515911822,0.32048579268736577
196604,-0.0015551026175595964,0.2938341214071437,0.011545272598653705,0.013100375216213302,0.6261310244213639,0.3322969030142202
196605,-0.0018425233649987452,0.28682286929049616,-0.05106536395214965,-0.04922284058715091,0.6163730417795379,0.3295501724890417
196606,0.011885887429229601,0.3012732664185002,-0.009338529224297353,-0.021224416653526954,0.6499668461502794,0.3486935797317792
